,id,name,address,types,international_phone_number,coordinates.lat,coordinates.lng,rating,rating_n,populartimes,time_spent,current_popularity,time_wait
10,ChIJC3nZyeLDhkcR3okdrQhMFiI,G. Calchi Novati & Associati S.R.L. G. Calchi Novati & Associati Srl,"Piazza Sant'Agostino, 24, 20123 Milano MI, Italy","['accounting', 'finance', 'point_of_interest', 'establishment']",+39 02 4800 8174,45.4586617,9.1692796,,,,,,
11,ChIJb68-fsXGhkcRd6XAVWUEUck,KPMG Italia,"Via Vittor Pisani, 27/31, 20124 Milano MI, Italy","['accounting', 'finance', 'point_of_interest', 'establishment']",+39 02 676431,45.48363949999999,9.201588799999998,4.1,81.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 59, 49, 48, 53, 53, 49, 47, 47, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 71, 61, 62, 65, 57, 45, 44, 50, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 72, 65, 60, 65, 64, 59, 59, 60, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 65, 69, 66, 63, 59, 55, 53, 52, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 88, 92, 95, 100, 93, 80, 75, 71, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 9, 9, 9, 9, 7, 7, 6, 5, 3, 2, 1, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[90, 240]",,
12,ChIJZYItJubDhkcRQNhtwqyP0lE,Studio Leonardi C.E.D. Di Leonardi Giulia,"Via Savona, 61, 20144 Milano MI, Italy","['accounting', 'finance', 'health', 'point_of_interest', 'establishment']",+39 02 4313 1749,45.4522273,9.159573900000002,,,,,,
13,ChIJn-JHfWXBhkcRdriIZ5lb-uI,Commercialista Dolce Marcello,"Via S. Siro, 25, 20149 Milano MI, Italy","['accounting', 'finance', 'point_of_interest', 'establishment']",+39 02 4547 6582,45.4703656,9.152949999999999,,,,,,
14,ChIJA3LpE47GhkcRf5_NKEWnDMA,Mangipinto Dr. Angelo Commercialista,"Via Leopoldo Cicognara, 7, 20129 Milano MI, Italy","['accounting', 'finance', 'point_of_interest', 'establishment']",+39 02 204 7494,45.4688424,9.221291100000002,,,,,,
15,ChIJc0LjcujGhkcRTldK6bHPqaw,Studio Commercialista Giorgino,"Piazza Argentina, 4, 20131 Milano MI, Italy","['accounting', 'finance', 'point_of_interest', 'establishment']",+39 02 8928 0455,45.48397809999999,9.2149737,,,,,,
16,ChIJJ90JrG7ChkcRkDkLETpqSzU,Studio Commercialista Pareschi Rag. Tiziano,"Piazza Giovanni Falcone, 20090 Cesano Boscone MI, Italy","['accounting', 'finance', 'point_of_interest', 'establishment']",+39 02 4510 0871,45.4411546,9.1003531,,,,,,
17,ChIJfQcMlbXGhkcRDYILRgnVaRo,Studio Ferrari della dott.ssa Anna Ferrari,"Corso di Porta Nuova, 15, 20121 Milano MI, Italy","['accounting', 'finance', 'point_of_interest', 'establishment']",+39 02 655 4493,45.4757332,9.1916228,,,,,,
18,ChIJYVHxZ2nBhkcRADrrUVBzBl4,Studio Associato Donato,"Viale Cassiodoro, 3, 20145 Milano MI, Italy","['accounting', 'finance', 'point_of_interest', 'establishment']",+39 02 498 9192,45.47421680000001,9.159210999999999,,,,,,
19,ChIJfTTPlEfBhkcReFNnbM4P1Rk,DATEV KOINOS s.r.l.,"Corso Garibaldi, 86, 20121 Milano MI, Italy","['accounting', 'finance', 'point_of_interest', 'establishment']",+39 02 318 3021,45.47728129999999,9.1846756,1.3,17.0,,,,
20,ChIJOWJsUarIhkcRYNL_HukulK8,Milan Linate Airport,"Viale Enrico Forlanini, 20090 Segrate MI, Italy","['airport', 'point_of_interest', 'establishment']",+39 02 232323,45.452176,9.276308,3.6,1728.0,"[{'name': 'Monday', 'data': [9, 4, 2, 3, 10, 28, 54, 72, 83, 93, 100, 97, 89, 81, 78, 80, 84, 84, 80, 70, 56, 42, 29, 18]}, {'name': 'Tuesday', 'data': [10, 5, 3, 3, 10, 27, 50, 69, 79, 85, 88, 87, 81, 75, 73, 74, 77, 77, 72, 63, 50, 36, 24, 15]}, {'name': 'Wednesday', 'data': [8, 4, 2, 3, 10, 26, 46, 63, 74, 82, 86, 84, 78, 74, 75, 80, 84, 85, 81, 71, 57, 42, 29, 18]}, {'name': 'Thursday', 'data': [10, 5, 3, 4, 15, 27, 44, 63, 79, 89, 90, 85, 79, 76, 79, 85, 89, 87, 80, 72, 63, 50, 33, 17]}, {'name': 'Friday', 'data': [7, 3, 3, 7, 10, 25, 44, 59, 70, 80, 88, 88, 84, 80, 81, 87, 93, 96, 92, 81, 66, 49, 33, 20]}, {'name': 'Saturday', 'data': [11, 6, 3, 4, 12, 22, 36, 51, 64, 71, 72, 69, 65, 64, 65, 65, 60, 51, 42, 37, 34, 29, 20, 11]}, {'name': 'Sunday', 'data': [5, 2, 2, 5, 6, 14, 27, 40, 52, 58, 59, 59, 59, 61, 63, 67, 73, 79, 82, 78, 65, 48, 31, 18]}]",,6.0,
21,ChIJz6BY-AjGhkcRvcNsTMKBOng,Milan Linate Prime,"Viale dell'Aviazione, 65, 20138 Milano MI, Italy","['airport', 'point_of_interest', 'establishment']",+39 02 7485 4772,45.4538366,9.261438099999998,4.4,14.0,"[{'name': 'Monday', 'data': [2, 2, 2, 2, 6, 16, 31, 48, 65, 79, 87, 88, 84, 76, 68, 59, 51, 44, 38, 31, 24, 17, 11, 5]}, {'name': 'Tuesday', 'data': [1, 2, 2, 2, 2, 8, 30, 58, 85, 100, 94, 76, 58, 51, 55, 62, 64, 56, 40, 23, 11, 5, 3, 3]}, {'name': 'Wednesday', 'data': [2, 2, 2, 2, 2, 5, 19, 35, 51, 59, 58, 53, 56, 65, 76, 79, 73, 59, 44, 34, 28, 22, 17, 12]}, {'name': 'Thursday', 'data': [6, 2, 2, 2, 3, 11, 22, 35, 51, 67, 79, 89, 93, 92, 86, 78, 68, 58, 48, 38, 29, 21, 14, 7]}, {'name': 'Friday', 'data': [3, 2, 2, 2, 2, 6, 21, 41, 62, 78, 85, 82, 76, 74, 75, 75, 67, 50, 32, 21, 17, 17, 16, 12]}, {'name': 'Saturday', 'data': [5, 2, 2, 2, 2, 4, 15, 29, 41, 49, 50, 47, 41, 39, 39, 41, 41, 37, 28, 19, 13, 10, 7, 5]}, {'name': 'Sunday', 'data': [2, 2, 2, 2, 2, 4, 14, 25, 39, 51, 62, 69, 71, 70, 66, 60, 52, 44, 37, 28, 20, 12, 5, 2]}]",,,
22,ChIJqfjocwjGhkcR18A8Hw-pFbw,Signature Flight Support LIN - Milan Linate Airport,"Viale dell'Aviazione, 65, 20138 Milano MI, Italy","['airport', 'point_of_interest', 'establishment']",+39 02 7485 4804,45.45361299999999,9.261358,4.0,,,,,
23,ChIJ24-qNqm_hkcRt2XwyimPfIY,Aero Club Milano,"Viale Antonio Gramsci, 1, 20091 Bresso MI, Italy","['airport', 'university', 'point_of_interest', 'establishment']",+39 02 610 1625,45.5362041,9.1993226,4.1,134.0,,,,
24,ChIJoQvCYw3GhkcRr3FCzNHOkOY,British Airways Word Cargo-Modulo Merci Linate,"Viale Enrico Forlanini, 65, 20134 Milano MI, Italy","['airport', 'point_of_interest', 'establishment']",+39 02 7010 0210,45.4619122,9.254727599999999,5.0,1.0,,,,
25,ChIJOYuUANLGhkcRyyU8LBvkPL4,Eliporto Palazzo Lombardia,"Piazza Città di Lombardia, 20124 Milano MI, Italy","['airport', 'point_of_interest', 'establishment']",,45.48601719999999,9.196304999999999,,,,,,
26,ChIJcybjKRTHhkcRZ5VyQfC2mMM,"Lovelycaribe per Viaggi a Cuba, Repubblica Dominicana e Messico","Via Ponte Seveso, 41, 20125 Milano MI, Italy","['travel_agency', 'car_rental', 'airport', 'real_estate_agency', 'point_of_interest', 'establishment']",+39 02 3672 8601,45.49045829999999,9.205644000000001,3.7,3.0,,,,
27,ChIJG5GqQMrBhkcR5I3-LvYs-RQ,Hospital Helipad,"Via Ettore Majorana, 20162 Milano MI, Italy","['airport', 'point_of_interest', 'establishment']",,45.5121086,9.1856687,,,,,,
28,ChIJKxUeOqrBhkcRPnp_d8wdtKg,Novaris Milano,"Via Barnaba Oriani, 7, 20156 Milano MI, Italy","['airport', 'point_of_interest', 'establishment']",+39 348 243 7988,45.5013584,9.138356000000002,,,,,,
29,ChIJk1NVegjGhkcRsd9vzxMqq5Q,GAT privat aviation,"Viale dell'Aviazione, 65, 20138 Milano MI, Italy","['airport', 'point_of_interest', 'establishment']",+39 02 7485 45101,45.4540976,9.261415299999998,,,,,,
30,ChIJ1zIl_UXHhkcRxBTzwHqDWZY,Eliporto Bicocca,"Bicocca, 20126 Milan, Metropolitan City of Milan, Italy","['airport', 'point_of_interest', 'establishment']",,45.5182966,9.2120758,,,,,,
31,ChIJMTp9BozJhkcR75RFTldcdZ0,AEROPORTO LINATE,"Aeroporto Linate - Partenze, 20090 Novegro-Tregarezzo MI, Italy","['airport', 'point_of_interest', 'establishment']",,45.46141900000001,9.277554,,,,,,
32,ChIJjzKs-bvHhkcRQIIKUBkSFMw,"HELIPORT - Hospital ""San Raffaele"" (MI)","c/o Ospedale ""San Raffaele"" (MI), 20132 Milano MI, Italy","['airport', 'point_of_interest', 'establishment']",+39 02 26431,45.5043487,9.260267599999999,4.8,,,,,
33,ChIJ84vp_rvHhkcREUMJV9uqdzg,Hospital Helipark,"Cascina Gobba, 20132 Milano MI, Italy","['airport', 'point_of_interest', 'establishment']",,45.5042862,9.260561299999999,,,,,,
34,ChIJAaVFUqbIhkcRzZD_dtY76BQ,Milan Linate Airport,"Viale Enrico Forlanini, 20090 Segrate MI, Italy","['airport', 'point_of_interest', 'establishment']",+39 02 232323,45.46208439999999,9.2793881,3.6,1728.0,"[{'name': 'Monday', 'data': [9, 4, 2, 3, 10, 28, 54, 72, 83, 93, 100, 97, 89, 81, 78, 80, 84, 84, 80, 70, 56, 42, 29, 18]}, {'name': 'Tuesday', 'data': [10, 5, 3, 3, 10, 27, 50, 69, 79, 85, 88, 87, 81, 75, 73, 74, 77, 77, 72, 63, 50, 36, 24, 15]}, {'name': 'Wednesday', 'data': [8, 4, 2, 3, 10, 26, 46, 63, 74, 82, 86, 84, 78, 74, 75, 80, 84, 85, 81, 71, 57, 42, 29, 18]}, {'name': 'Thursday', 'data': [10, 5, 3, 4, 15, 27, 44, 63, 79, 89, 90, 85, 79, 76, 79, 85, 89, 87, 80, 72, 63, 50, 33, 17]}, {'name': 'Friday', 'data': [7, 3, 3, 7, 10, 25, 44, 59, 70, 80, 88, 88, 84, 80, 81, 87, 93, 96, 92, 81, 66, 49, 33, 20]}, {'name': 'Saturday', 'data': [11, 6, 3, 4, 12, 22, 36, 51, 64, 71, 72, 69, 65, 64, 65, 65, 60, 51, 42, 37, 34, 29, 20, 11]}, {'name': 'Sunday', 'data': [5, 2, 2, 5, 6, 14, 27, 40, 52, 58, 59, 59, 59, 61, 63, 67, 73, 79, 82, 78, 65, 48, 31, 18]}]",,6.0,
35,ChIJ42iQsAXJhkcRYfWzNNezQag,Enac,"Aeroporto di Milano Linate, 20090, 20090 Novegro-Tregarezzo MI, Italy","['airport', 'point_of_interest', 'establishment']",,45.46148590000001,9.2809542,,,,,,
36,ChIJOQ59VFa_hkcRdWON7KCEi24,Bresso Airport,"Viale Antonio Gramsci, 2, 20091 Bresso MI, Italy","['airport', 'university', 'point_of_interest', 'establishment']",+39 02 614 3245,45.53543639999999,9.198177,4.8,11.0,"[{'name': 'Monday', 'data': [9, 4, 4, 4, 4, 9, 14, 28, 38, 42, 42, 38, 33, 33, 38, 38, 38, 38, 33, 33, 28, 19, 9, 4]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 4, 9, 14, 23, 33, 38, 38, 28, 28, 23, 28, 47, 28, 28, 23, 19, 19, 14, 0]}, {'name': 'Wednesday', 'data': [4, 4, 0, 0, 0, 0, 9, 19, 38, 47, 42, 33, 23, 23, 28, 38, 42, 42, 38, 28, 23, 14, 9, 4]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 9, 19, 28, 33, 33, 33, 38, 52, 61, 57, 42, 28, 23, 23, 19, 14, 9, 4]}, {'name': 'Friday', 'data': [4, 0, 0, 0, 0, 0, 23, 19, 9, 14, 28, 42, 52, 52, 42, 33, 33, 33, 38, 42, 38, 33, 23, 19]}, {'name': 'Saturday', 'data': [9, 4, 0, 0, 0, 4, 9, 19, 38, 52, 57, 57, 61, 66, 66, 61, 52, 42, 33, 28, 28, 23, 23, 19]}, {'name': 'Sunday', 'data': [14, 9, 9, 4, 0, 0, 4, 9, 85, 71, 76, 100, 66, 38, 33, 38, 38, 33, 33, 28, 23, 19, 14, 9]}]",,,
37,ChIJzcF5FbPIhkcRl89njNnondA,VARCO 2 LINATE,"Via Bruno Buozzi, 2, 20068 Peschiera Borromeo MI, Italy","['airport', 'point_of_interest', 'establishment']",,45.4511753,9.288538199999998,,,,,,
38,ChIJHcMuLFS_hkcRwoxdAvCFgBg,Eliporto Bresso,"20091 Bresso, Metropolitan City of Milan, Italy","['airport', 'point_of_interest', 'establishment']",,45.53936289999999,9.204955,5.0,,,,,
39,ChIJWS0eGzbrhkcR0LLj8dRBShM,Eliporto Expo,"20157 Milan, Metropolitan City of Milan, Italy","['airport', 'point_of_interest', 'establishment']",,45.5209561,9.104063400000001,,,,,,
40,ChIJeXGG0hrqhkcRhJIw2fhaCiY,Acquatica Park,"Via Gaetano Airaghi, 61, 20153 Milano MI, Italy","['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",+39 02 4820 0134,45.4725634,9.0812878,4.0,2684.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 48, 55, 55, 55, 67, 93, 74, 32, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 55, 61, 65, 67, 66, 61, 52, 46, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 30, 30, 29, 30, 34, 38, 38, 32, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 41, 43, 47, 53, 60, 57, 42, 24, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 62, 58, 50, 48, 56, 60, 56, 44, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 74, 88, 98, 100, 96, 85, 73, 60, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 65, 51, 39, 43, 57, 70, 71, 62, 0, 0, 0, 0, 0]}]","[90, 90]",,
41,ChIJX43VsNnDhkcRyaDbXS7-ID8,Girolami Giostre Milano,"Piazzale Tripoli, 9, 20146 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",+39 339 258 7593,45.458477,9.148744,4.3,39.0,,,,
42,ChIJDVM5wCrBhkcR1lcujMZOLHM,Escapers Milano,"Via Francesco Nava, 17, 20159 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",+39 02 680912,45.4945123,9.1920963,4.3,107.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 18, 24, 24, 18, 18, 20, 20]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 10, 18, 24, 20, 14, 6]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 18, 16, 10, 10, 14, 16, 10]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 32, 40, 38, 32, 36, 57, 67, 44]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 34, 57, 77, 89, 85, 73, 63, 77, 100, 97]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 22, 34, 61, 85, 75, 44, 24, 16, 10, 8]}]","[90, 90]",,
43,ChIJka2yJRjHhkcRJeaZz1awljs,Escape Room Milano - Effugio - Fugacemente,"Viale Monza, 169, 20125 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",+39 340 137 0631,45.5026091,9.221369100000002,4.0,49.0,,,,
44,ChIJaxpqNxbGhkcRxL4EOI4r9Fo,Minigolf Adventure,"Via Arcangelo Corelli, 138, 20134 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",+39 02 7020 0541,45.470757,9.265414199999999,3.7,332.0,,,,
45,ChIJg0ivDaLqhkcR7g-z6KvaM9A,Children Park,"Via Decumano, 20157 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",,45.52251560000001,9.102216199999999,3.9,11.0,,,,
46,ChIJK0MLOubBhkcR7Dmh4OAhb4g,Trennolandia,"Via Cascina Bellaria, 20151 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",+39 335 804 6428,45.4806421,9.106499399999999,4.2,664.0,,,,
47,ChIJT78ek0bChkcR_ihbw1niM8Y,Jungle Beat Fun Location,"Via Ferdinando Magellano, 9/D, 20094 Corsico MI, Italy","['car_rental', 'movie_theater', 'amusement_park', 'point_of_interest', 'establishment']",+39 02 9170 9551,45.4413185,9.114932999999999,4.6,145.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 10, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 82, 95, 70, 33, 11, 4, 1, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 50, 35, 16, 16, 42, 79, 100, 88, 51, 20, 2, 1, 0]}]","[90, 180]",,
48,ChIJ5xo96gDEhkcRo0athuJRUBU,Area Gioco Bambini,"c/o Parco delle Basiliche, Via Santa Croce, 20, 20122 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",,45.4550939,9.1825241,4.7,9.0,,,,
49,ChIJW_2ZnLfGhkcR9kn_0IkaOXQ,Little Train Of The Gardens,"Via Daniele Manin, 2, 20121 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",,45.4743219,9.199532,4.4,27.0,,,,
50,ChIJa-hQP_fHhkcRwpEMQ1Y3v8w,Time2Enjoy di Play S.p.A.,"Piazza Cinque Giornate, 10, 20129 Milano MI, Italy","['bowling_alley', 'amusement_park', 'point_of_interest', 'establishment']",+39 02 8089 8025,45.4621187,9.2077976,,,,,,
51,ChIJCQGS7_7DhkcRl-1w5QW2qWI,Simulation Project Srl,"Via Giambellino, 79, 20146 Milano MI, Italy","['amusement_park', 'university', 'point_of_interest', 'establishment']",+39 02 3954 7068,45.4488387,9.143669800000001,5.0,6.0,,,,
52,ChIJC9QDLl_GhkcRpj3YsU4Bddo,Zero-Gravity,"Via Carlo Valvassori Peroni, 48, 20133 Milano MI, Italy","['amusement_park', 'gym', 'health', 'point_of_interest', 'establishment']",+39 02 2217 9500,45.47890839999999,9.237261399999998,4.5,3109.0,,,,
53,ChIJ3xBGkHPFhkcRdMT1ZzbANoo,The Gate - Dentro l'Abisso,"30, Via Giacomo Medici del Vascello, 26, 20138 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",+39 340 352 8670,45.44172830000001,9.2391957,4.6,10.0,,,,
54,ChIJixJbL6_FhkcRBqzTM-E7_2U,Laghetto del Parco della Vettabbia,"Unnamed Road, 20139 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",,45.4224061,9.2258566,4.3,169.0,,"[20, 20]",,
55,ChIJgwixYxvChkcRJAMzHilPvG4,Children's Park,"Via Bianca Milesi, 20152 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",,45.4600635,9.102843,3.3,,,,,
56,ChIJs42jdPbHhkcR9lbqgCVMpts,Area Relax,"Via Chiese, 20126 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",,45.5218511,9.212989499999999,5.0,1.0,,,,
57,ChIJmX4r9ULHhkcRs5Kal4pXONU,Clues Hunt,"Via Privata Galeno int 105, 27, 20126 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",+39 338 537 8166,45.5195216,9.223455699999997,4.4,56.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 0, 4, 13, 27, 36, 31, 22, 9]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 22, 31, 36, 40, 40, 36, 27, 18]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 18, 27, 36, 45, 50, 50, 45, 36, 27, 31, 40, 22]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 27, 40, 54, 63, 81, 100, 90, 59, 31, 13, 0, 0]}]",,,
58,ChIJ9R4_SqnBhkcRG2HMx-GU32c,LightingBall Milano - Calcio al buio,"Sport Promotion Comasina, Via Salemi, 19, 20314 Milano MI, Italy","['amusement_park', 'point_of_interest', 'establishment']",+39 331 652 5620,45.525602,9.158123000000002,5.0,4.0,,,,
